Row.names	cluster	10062_at	10437_at	1075_at	10859_at	10935_at	1116_at	1213_at	1291_at	140885_at	1437_at	1508_at	1520_at	1536_at	1958_at	2170_at	23157_at	2357_at	2512_at	2625_at	2956_at	2980_at	30009_at	3055_at	3458_at	3597_at	3717_at	5306_at	5359_at	55509_at	558_at	64065_at	6648_at	6772_at	6948_at	7070_at	7111_at	7299_at	7453_at	847_at	8566_at	8804_at	9056_at	9114_at	9246_at	940_at	943_at	958_at	966_at	hist
AITL..8	AITL..8	1	8.82884103408726	9.73423935926871	9.96140011550367	7.43935656948712	8.98916975139985	9.45969061591349	10.3713502257086	6.68122833667381	6.84792935747211	4.66220745971233	9.3179225262987	9.82957445160619	7.34043917146525	9.76006177226568	4.66881966977282	8.48560179410916	7.30764461970833	11.9634385358521	6.61342049726287	5.41578765151426	5.11711817363852	5.36369578360769	8.38231020528118	6.85200508482898	6.64871593987375	7.32352497116094	6.88798338789663	9.82584102590003	6.80429040300035	5.88426662025936	4.41133101578062	6.79030714060621	10.3884836758871	6.7460909076637	8.21770354868665	5.36191026537215	2.67053664174322	9.67880087548267	8.6483580399383	6.37943418213698	10.1380530533706	7.93408984385104	8.93686647375926	8.61786805037733	6.37966705905465	5.03875008810329	6.77620232133175	8.45713998638491	AITL
AITL..82	AITL..82	1	9.05510611375513	10.2863563544465	10.3900424929704	6.93980735415636	10.4807409519762	8.93316909141976	10.8665240045166	6.81464177079134	6.96225684828189	4.70866232701539	10.1288727246892	10.0104311081759	8.23210341508271	6.66694965157	5.07145335599377	7.48434821261814	8.29148900985842	12.8052486774018	7.2423182983519	6.81278904336851	4.86438824619871	5.84459449115913	8.43282890275423	6.87567737790804	7.562324625389	6.87924825118023	6.96325541448412	9.49630199566528	7.07490792289198	5.93431324414052	5.31469223696309	8.02510439841821	9.92366678134811	8.38552350450377	8.24277666951411	5.60190543501843	3.15229463046611	9.39268390748305	8.43144133083387	7.00060558495153	10.6522047642115	9.5472428009982	9.88329518215405	9.74896944557974	6.67670396782176	5.8587834984488	6.81506037508543	8.837678366783	AITL
AITL..84	AITL..84	1	8.69233955428574	11.0086122614	10.0714861326057	7.77115442001411	10.5038572808775	8.78606494612636	11.1183699259806	6.01825235790205	6.50942973532153	5.42527424520228	9.4520679740564	8.94950941988104	7.17958512818531	6.25838088763731	3.97561453899934	7.3348588867352	8.18234246635301	12.5502043818512	6.19964971775256	7.69884968701874	5.15126752696848	4.14502298648891	7.78030786300309	4.5386502790847	6.85224359200244	6.00508169242171	7.3948352074016	9.63524462939219	7.24545587353245	5.67258453102333	5.5716908687984	6.78380785742078	9.19648765204135	6.8412623524274	8.46786521518897	5.03344644722368	3.13698577745426	10.3807588919395	8.19516894247098	7.27365400502961	9.38207556732332	8.4960228692908	9.67553320661802	9.43817896271254	6.97045346142292	7.20663045204192	7.38918812488507	8.53505050185927	AITL
AITL..9	AITL..9	1	7.14678334872968	9.54339019980134	10.1926063828506	5.90093133818533	9.77034378701574	8.87862271438398	10.5798187636139	7.78751120996917	6.79518717368774	4.37046346341318	8.02192517701636	8.03552773488095	4.52879128409899	7.57386193311397	4.06988826129882	8.55595986437103	6.01143881187277	11.7671168385977	7.51264008978706	6.61752661564878	4.72725819885253	4.43318379758773	7.99106641618375	5.51257146907294	6.21686248035957	6.57279349804801	6.54766262501343	7.77536157811185	8.48328646292285	5.4239230306205	4.30225492992348	6.29573317092215	8.62042040463328	6.47710739382782	9.32515384327077	5.37848015620869	3.38935703058988	9.03469214094288	7.95744247786522	7.34542299911441	8.81246169740257	6.76625326495977	8.64541398344041	8.48235832047651	6.37189033375723	7.0986174529347	6.89403224042843	8.15730877196662	AITL
ALCL.neg..311	ALCL.neg..311	1	8.86790498288774	10.3155451070739	9.03465643398758	7.60615371201576	7.55011452710789	10.6275814015911	10.2939118288956	6.30061248867697	6.79740554004327	5.73454740970752	10.2652469801622	9.74358601899776	7.19241675942983	9.31590204956541	4.11346657125557	7.77319522166898	9.47765957510577	12.0111972288773	5.75514172062525	5.04541458771993	5.15394869930155	5.59174610682047	8.43519712887648	7.52737985550099	6.52893840194752	7.09994562891272	6.98164447077029	9.32686377686214	8.39716359983792	6.18903376443174	5.46516150803189	8.47158273920253	11.0094102224966	7.59019753628683	9.63657058149056	6.04271194241061	2.91608547151019	10.5506848424236	5.80602636951648	7.19143279117077	10.1884978226373	9.05305339531025	8.4903463013321	9.56597639706711	5.16207462052842	7.43164790494554	7.19329723481262	8.90706158844016	ALCL
ALCL.neg..490	ALCL.neg..490	1	7.54890956178874	10.0765885148166	9.70336331334698	6.39713879068512	10.1657509466104	7.79645278208298	10.9724776253793	6.18456653244138	6.82840751771073	4.15424372057085	9.64481924159024	9.24567270630006	6.98730348986598	6.45815955654932	4.38152586636771	7.09783107519354	8.66780243809212	12.5224447767075	7.36963759174026	7.19357477469076	4.79343104190469	5.66411867373085	7.66139407516139	5.8050810929711	6.64361996109145	7.02204867050682	7.1316315544533	9.28979199576786	10.0557768221211	5.35067193665968	6.87235145080496	7.96639383923958	9.50453402805247	6.86108426435002	8.31266945804563	8.81100867449699	3.24486275788995	9.54619205274051	8.32243975624181	6.71210303723612	9.62603794255784	8.49232549387167	8.05957508164305	8.93583942981018	4.23355359072446	7.86988829647306	6.2184583941051	8.14719374415738	ALCL
ALCL.neg..50	ALCL.neg..50	1	7.82206603232118	10.3437866001787	10.0503546390512	7.8040451723225	9.97291008296945	6.59741527786409	10.6585359786047	6.02222771793333	6.41648693007177	4.77463424584403	9.35696909529575	8.52949775056187	6.61264794984567	8.44933752320769	4.07296234685385	7.43994308372576	7.17210445954518	12.5357966220138	6.23805197592187	6.93376794076123	4.38672511803695	5.12013833019986	6.98108201493601	5.70137299643961	6.44655895644956	6.55570912307497	6.8390955604166	9.24629058553465	10.0880175605433	6.49180497005147	7.8841492659096	7.21481069488407	9.88563817859516	6.55814301603988	7.84767470915422	5.74079367139545	3.19920503187716	9.70487507501615	7.72332458902339	6.96614307685004	9.72994692669946	8.7924360555359	8.87633768491467	9.17553889587963	4.13141373101109	8.45819679212348	6.60212365061672	8.88850177488094	ALCL
PTCL.nos..239	PTCL.nos..239	1	7.94627285634625	9.62913523561402	9.53246408690149	8.60097970196221	9.37193739585912	9.99046636642459	11.4697646667209	5.18646267253877	6.53475250512967	4.20627232748544	9.28405685870257	9.73447467393744	7.27156421533783	5.53927390192863	5.20344598158205	9.30402484048928	7.76760873468026	11.8510778946835	6.07435574199509	6.72887360334807	4.58825230871938	5.63884739485884	8.39435714520024	6.66019806900073	6.5681694249205	6.49410238502159	8.07104863229564	8.66502497673017	8.99678909275287	4.94022613734539	4.1814307874456	7.7614992114925	11.0467261647314	6.66873892256616	6.77246580684349	4.84575376725874	3.30932319689677	9.88507751415046	7.60507009062439	6.66799024465341	9.09402374971114	9.25774397193442	8.18094012619479	8.80088227725582	6.56671459058979	5.94157776840777	6.57668094482314	7.56799461538944	PTCL
PTCL.nos..246	PTCL.nos..246	1	8.79762941637625	10.6315089860117	10.3953482298168	8.02095610396279	10.3651569700695	8.31235228922338	11.0840235853377	5.68081623168849	6.95320484951462	4.48289253423543	10.4695200338589	9.94898356329892	7.30899281671057	8.38003346975138	4.54136982812044	7.75381176223347	7.80135916579765	13.0099907491313	6.46323589345518	6.56093737585828	4.57231325122794	5.65057786037926	8.24378602339427	5.91662252809578	6.50661705048217	6.76811007147659	6.84405469556419	10.1084281057611	7.99117812098901	6.69516677394672	5.42416576522075	6.87991198802641	11.1729037453706	7.49386712325704	7.5685914437754	5.33969627712166	3.00789824343163	10.523433995872	8.68400281979762	6.69878032005851	10.2962521664266	8.87240999354228	8.97068848360442	10.0933903592601	5.36186565282323	5.10033274978452	6.74131805856323	9.01573193457115	PTCL
PTCL.nos..249	PTCL.nos..249	1	9.37135757142106	11.4857837177606	9.94350280127694	7.59809999031619	10.3229527429333	9.99400172312843	11.2015333828475	7.42225106424334	7.29655574430435	3.78477536759156	10.9049224843121	10.9053059054813	8.82047738601079	8.92594484373609	4.4393338116929	7.64172905453131	8.95008838789197	13.0616663290941	5.77781056170632	7.0685496753999	4.49269163539982	6.09038610295692	8.68573131045311	7.86845820868649	7.23996073042446	7.2697836689181	7.24639248888236	10.1380393836638	6.52589398240065	6.09060174072937	5.36410570279675	8.14280990115605	11.0401852976437	8.486157149352	8.42387490803164	5.13593873433436	2.88487782393261	11.1694091684472	8.81019026445884	6.69475533470654	10.7583614253116	9.14060902844837	9.87482917114824	9.97494141398835	7.55727779284291	4.82600673761229	7.35308796547809	9.12740369718717	PTCL
AITL..10	AITL..10	2	7.76532938317494	10.9598258336882	8.39867718770641	6.56453013477478	10.3091444018874	8.61828717870578	10.8486520315897	6.09551419434631	6.68202714530678	4.36869517214329	9.71490995279908	7.52559681208282	6.59397030406669	7.6866056397934	4.44992858646661	8.29662703725218	8.28822883367021	12.4159408616918	5.95928461586954	7.63939263476856	4.70126286031852	6.28140377594615	7.47521774244877	6.2268201852962	5.70040891805749	5.77164645092183	7.41214462462044	8.82077087835686	7.06226857405484	5.82791894124243	5.41341703402517	6.85782673790344	9.68433352149231	6.76759316286754	8.61216889204935	4.96264102667334	3.43374640714023	9.28709661973314	7.78649846628482	7.28290903579411	8.99332002187387	7.80811621225011	8.25847083792845	8.59215126132939	5.65803974220653	7.18605011368919	6.63645811619507	8.37660897699424	AITL
AITL..12	AITL..12	2	7.2602710656481	9.94154198073771	10.3217603467418	5.95128356699092	10.7687192002555	8.49297444882959	10.9138418804479	6.1198807968388	6.75391707963441	7.34508836330298	9.95116894059393	8.71820017491436	6.5736248573437	6.03569551836966	4.2646883685697	7.58166709443817	6.87664324058769	11.4190074949108	7.47791884470986	6.89129500993252	4.4521776227297	4.96828513157951	7.65519176332596	5.90111651413271	7.68134180570588	6.44522182068662	7.5897474143697	8.93771819726092	7.31870164872865	5.66360620549034	4.84212855773735	7.06114903213149	9.47301277199879	7.32497419830451	8.30380809899778	4.91501826519775	3.14622882149687	9.19623320417693	7.72883772384988	7.38021417157463	9.78073420671732	8.1073214859862	9.00516893642509	9.04011754713055	6.16121771572054	6.99519491166892	7.16080367031073	8.22419656723108	AITL
AITL..121	AITL..121	2	8.27035997857533	10.8762685122454	9.79961499067987	8.43710238717249	10.1143319785568	8.63595875484012	10.9922477026404	5.3969063603338	6.85037338416269	4.54321612723508	9.0432063043683	9.5795757972052	7.88142086221452	5.50709389387165	4.31496785913168	7.85968744690188	8.33602565437538	12.4824370340287	6.6835667242778	7.20438539221074	4.43071815168729	5.91194769341896	7.07276390761128	7.33635340063174	6.85305261898687	6.65759578637443	7.26243692818597	9.19164351017431	7.28001580714338	5.76121354343875	5.41989332800699	6.92531947995491	10.053529338991	6.78826056348332	7.62183251575565	5.28397364451668	3.00864428443594	10.1605707244462	7.85998407592569	6.79238311910954	9.15600225457371	8.54046497068293	9.8365644114293	9.78080727250166	6.06082293271205	5.8900139679285	7.97656287448245	8.12925776641952	AITL
AITL..123	AITL..123	2	7.40061675385299	10.4940620232802	8.82163256106145	6.71105437739637	9.74298963442704	9.12655116053904	10.9770738833157	6.98357241411095	6.78593704553052	4.19806490562636	10.0284961651711	9.1326417188987	7.04323674337451	9.50909615574575	4.27352355826761	7.20327383599703	7.75740350107933	12.6282890901227	5.71190148558003	6.60583195211667	4.60874564905997	5.07472044821151	7.07387203683492	5.41112220123311	7.03110362431274	6.28806122245565	7.20419919098118	9.03748545296644	6.91955849605972	6.81268451815265	5.13586018117936	7.59529969745457	9.47507622356852	6.62574936828805	8.87538333632437	5.03515176499674	3.23226553265139	8.98363994618506	7.74301843766416	6.86237110486337	9.85774329498569	8.41629183451083	9.40666146386898	9.31797449339594	4.79838414121874	5.18658522172437	6.50291820803324	8.96064377866468	AITL
AITL..14	AITL..14	2	8.7749253903293	11.2954974088453	9.76156487619826	7.26111505798048	9.66621237428511	9.74655110171502	10.1819037173535	6.46025098230052	7.17942632562515	7.37115640638386	9.93298103006021	9.53106984842171	7.91205494642128	6.66774915002781	5.33053529287392	7.06565234637252	8.59932688509534	12.9803265591828	6.8871438803336	7.26434048556626	6.1070589820039	5.51523187929784	8.71904832739411	7.62205897572801	6.65922327913002	6.33388169166498	8.20243195194695	8.8259763578137	9.08784608442253	5.42877832444942	4.66475378798352	7.32435612030007	10.0946246599155	7.1834006562853	8.55498781122863	6.55142200267144	3.19218161417087	10.7888964212094	8.42651141263084	7.29212198713739	8.59452397926429	9.28321876223141	9.70629573313732	9.89925070148193	7.28581050724231	6.72870282021838	7.71596362444699	7.67233443849015	AITL
AITL..159	AITL..159	2	7.6817089617158	10.067596479057	9.00608440805413	6.56877505290651	9.28966835883504	8.60175918327639	10.6854203011299	5.72457375754962	6.67830508385067	4.18385478820766	9.48259272532082	8.87717316838715	7.93812083189875	10.4383075862104	4.56071126074666	8.43711402809524	7.80946778898743	12.5481764198969	6.93386609307543	6.32943582133987	4.23590066222546	5.72629060937547	7.87093260637776	5.37742255465533	5.66793404020829	6.26920332213757	7.49378186108336	9.18068576347631	6.15082631796102	6.32138144173138	4.81124260182349	6.7157863729142	10.1400143175824	6.54550736510856	8.50632438806167	5.12030732779528	2.77630007548218	9.06436057196552	8.1743049463459	6.3368987403097	8.98973370643239	7.59667352614634	9.4468913765122	9.30648441914097	6.02049887837158	5.22565885586324	6.81314062819268	8.74089073246452	AITL
AITL..165	AITL..165	2	9.07619483041635	10.3239895522761	10.2663381883695	7.5739587023177	10.8457857254267	8.50593162166371	11.0745523876057	6.45863061845097	7.11087170447816	4.32150963986453	9.75966534109749	8.76601921235415	7.45392991792399	6.30535833468027	4.30141112826684	7.98050778584323	7.49349484963409	12.5826526611206	7.60950468831995	7.56223644769448	4.15496211946843	6.90306866011104	8.04095376639841	6.67616707823866	6.45802558701879	7.21766475037318	7.09504921291607	9.38545888924751	8.41468479873673	4.98813387194431	4.92871864385918	7.23731789674976	10.0195538914029	7.05653237789359	8.53086005326194	4.82979366523443	3.01540735902296	10.1837883255724	8.2916371216518	7.49541029621724	9.88625641050995	7.75967940308843	9.47368749015212	9.55963768524003	6.34802364470571	6.25340979586777	7.09953363433341	8.83828458541456	AITL
AITL..167	AITL..167	2	10.0020724781283	10.461894268065	10.1547054457092	7.80227593870943	9.86128300385079	11.1709958777047	10.9266845366284	6.27678943249114	7.37344111094066	4.14329551718989	10.3347693547196	10.0932384174089	8.07077766019019	8.06538899143974	4.89903692907823	8.52199562519406	7.71982978054987	12.8719899349055	7.09786133606624	6.58847776671983	4.46683416059616	6.64392914003645	8.98473227404509	8.15192295566362	6.47016723150136	7.265446207676	7.41608087624427	9.42037606161869	7.055340237239	5.37632780060484	4.12966591173846	7.34727194462707	11.4687990780181	7.06722409227897	7.76338796073558	4.70379145438997	2.89348864105137	11.2645512125711	8.3931250189815	6.67030650144297	10.1509377095435	8.68833046209839	9.66605879844773	9.64685982025851	6.62252005670258	5.06479526298097	7.35391633460798	8.68472255099066	AITL
AITL..190	AITL..190	2	8.86756636660583	10.8982757911163	9.75662188177669	7.6214684363999	10.2947899747342	8.80555022667583	11.0144164523269	6.12315724742377	6.97975627325524	4.04559529576178	9.90105190905711	9.75889568738761	8.2285259405033	8.36804390256155	4.80472224847537	8.54743470659317	7.27494510348848	12.8024442813428	6.79752144207147	7.3691637472202	4.33417335326252	6.39489327413998	8.47060370070693	7.82963689452556	6.14581518984335	7.10570557310706	7.79639040284674	9.35931754801614	7.02856264332973	5.49530329343277	4.28278891107914	6.93337655685013	10.9364768733986	6.94842979849544	6.82045491348155	5.25996320421829	3.02768842614991	10.4317705696885	8.65238582179235	6.80781041136715	10.0832926383189	8.39684976465917	9.60963876099496	9.78542126915627	6.97192522096304	5.22421989792647	7.64718048424791	8.64579917489759	AITL
AITL..204	AITL..204	2	9.1824714456541	10.9787247750832	10.0107712414353	7.40928415587672	9.92262555824339	10.1021791915461	10.76172617895	5.48061959334856	6.64852742401246	4.08085194060294	9.88828174638574	10.5051411615847	8.21071499254225	6.47433141161359	4.81441840602494	8.16577092646796	7.35223803948619	12.6527498482248	7.21281002924042	6.95279545804813	4.11079512105487	6.30286401049189	7.95267336939103	8.34992411018314	6.97009120258417	6.69912858937184	7.52628295125059	9.28848160150051	6.49612208416523	6.00620695725288	4.90456468069706	7.33174714004807	10.964987496181	7.80020500217508	6.84732514498602	5.72780616244679	3.15136635948469	10.4315179233903	8.40911713628435	6.52145964291815	9.97451896385583	8.76127190223054	9.80588772310488	10.0088906096071	6.79353973000723	5.24795178290087	7.31456045035512	8.17835639465897	AITL
AITL..205	AITL..205	2	8.74621690401505	11.8037313328084	9.08114095037711	7.75817586953127	10.6126631385961	10.5383388387027	10.9372511475167	5.47762785901142	6.83925979449384	4.66164558524351	10.5669356216534	10.653030758867	8.06826048609817	5.60799534572239	4.69074972132142	8.05763290094241	9.30355040089735	12.5422464474184	6.84544373358775	7.30442044492018	4.83805415305586	6.29396935723925	7.98346855009817	8.26751562010547	7.22510142755576	6.81848825596475	7.40453827982057	9.62941787290706	6.67601072920396	5.13332137320927	4.88235835191161	8.43244279510512	11.1926448399682	7.17104881804859	7.19499700146408	4.92509450384901	3.07701183209857	11.7931504508133	7.68567037632532	7.52521048228747	9.94431493915298	8.99076144626653	9.79224982335613	10.4267591165432	7.03628016972217	5.19692221856571	8.08940210405619	8.05775143240687	AITL
AITL..214	AITL..214	2	8.81474192791775	10.6858842906911	10.0996292866761	8.36429020873046	10.1200413056838	9.38686474677089	10.9533438062519	5.79503065226192	6.71006086173974	4.37370148742346	9.71139621979622	9.76196801276604	8.07038124078407	6.667612430121	4.34898451985371	7.9267231693247	7.41149152430569	12.7807097729936	6.60914107225666	7.13296580228783	4.32549719208729	5.67832593243293	7.98917888917027	6.70308008810271	6.80598321108071	7.07544011349725	7.19599025712394	9.16624320052197	7.15940437878378	5.8694468233235	4.50029666295222	6.75070633499556	10.5379421597061	6.83102860257709	7.24128987125099	5.63188884555378	3.74489254312578	10.1838371208045	8.68859368303538	6.56156923422889	9.64317750286062	8.59982616822622	9.84380819550136	9.8599017718907	6.6311475413886	5.04819431431818	7.96260195390469	8.34094049415856	AITL
AITL..221	AITL..221	2	6.88283040166762	10.1629093559768	9.05915830484677	6.75814522279945	9.6158246943804	8.24721975115187	10.3840089218947	6.32512736472064	6.56867419045923	5.03126935769915	9.21550251642163	9.27865677856179	6.96846857527648	9.19101556516584	4.55308354387623	7.40071625111865	6.57092385061757	12.1699956511773	6.59600561534751	6.50468138935566	4.7037697143142	5.91804334224073	6.85644373836103	5.52141438472687	6.65511810202332	5.75017247086003	7.12666611490164	8.61725750030451	6.13176170571253	7.09732240425143	8.9259354422683	7.37943467978159	8.8610644928961	6.66303047064115	8.33709174024578	4.96221959780371	3.35896400195636	9.4822166824054	8.38987484644006	6.74632333198507	9.4665203558628	7.76352351109478	9.54516296623025	9.09179141479122	4.560596817125	4.41202307373856	6.65369198762348	8.96288983727104	AITL
AITL..224	AITL..224	2	8.47579332609424	10.8824677275971	9.91258850056324	7.28078939945052	10.351867325138	8.92951730586677	10.8528552412385	5.50598648585065	6.16665879435391	4.50544274035022	9.39488004528477	9.85614138432533	7.41164571477863	6.49635375002362	4.17710293512814	7.68375187555505	8.50257182589965	12.5960883108253	7.09133092679328	7.18217597324036	4.58087850083961	6.2418092254646	7.90210277102219	7.19946042165161	6.99449844295632	6.49857257501849	7.55322887901334	9.55471997273548	6.63560137708011	6.09694642554069	5.72427510952544	7.79773805162183	10.5268965783568	7.70702062941872	7.44024055349243	5.06736314991771	3.2873872306765	10.2667600794746	8.44203334193422	6.66319997061677	9.82143920267998	8.82058482273342	9.5891956767484	10.0115628403401	6.9968705097584	5.39447014655989	6.94798411590032	8.58664541432224	AITL
AITL..4	AITL..4	2	8.96050269643332	10.7066611479073	9.88626289680999	7.48346750396808	9.91318108645227	10.3225989186189	10.7376352783025	6.03206226181091	7.11109318295206	4.6516779120624	10.3727608148755	9.97677901115306	7.26819318659947	7.18091354444332	4.99896333707744	7.41905366107864	6.06829257900605	12.6704099270076	6.21503742290023	6.51445420300527	4.70554302867671	5.34994076408614	8.35013876550446	5.38664427552567	6.23542178578818	5.98295221832768	7.50100684558659	8.35178399230828	6.69808996029219	5.01070813040819	5.08521640793518	6.84927966598575	10.4384707348652	7.11694161889816	7.80435945119212	5.13026099435973	3.052407586065	10.3084323627392	8.08802481032593	7.33079371398102	9.64610998608544	8.6223774092421	9.44211933874035	9.20844532780681	5.57067990346282	6.61297006234349	6.80071050267008	7.73029397792499	AITL
AITL..406	AITL..406	2	5.5986168956488	9.66143532148592	8.56194682359279	5.96234882892648	9.3775910013482	6.29523210701808	10.5951266566442	5.86331577239538	6.75454144671326	5.23609744664034	7.84442601005276	9.08440044304614	6.56736835576165	9.00048997071142	4.43188092287953	7.08288184960828	7.23383380462583	11.7965442776815	5.41961488642422	6.50790345763188	6.4867903703975	5.60904582596214	6.27184465828028	4.76889148570587	4.43167437742265	5.04886831688658	6.77004583358767	8.38720779611894	7.13701064111017	5.82024289471843	4.33510589316636	6.18869348618349	10.2530378365999	6.22579354544984	6.9522260616273	5.98259131461732	4.58554928272119	8.8835274027592	7.85861715124933	6.65759732917871	9.06160047437794	6.85010297359693	8.47500406198058	9.15532868526326	4.6739592139725	5.84434320066161	5.84587591656637	7.36178073128218	AITL
AITL..417	AITL..417	2	8.02336714530808	10.095906202426	8.76763773892497	6.94102523814042	9.21980599610267	9.77665713491026	10.447504893785	5.02785724165183	6.7240230132766	4.37765220450498	9.25887782301905	9.31472871465984	6.74224472327292	6.53672326344289	4.66345633802527	7.36956163621011	7.92013187701754	11.9811754384344	6.53730845736346	5.80064943619106	5.5376509441175	5.9009913378158	6.91211692124665	6.83127744492144	5.6189746488458	5.9839160192986	6.94934953558548	8.53940432446574	6.82755488731431	5.6180420492021	5.15478004445112	6.9321674174652	11.1466497372759	6.35788543356451	7.73666909028662	5.27842334157342	3.28232759091515	9.45570431038791	6.42087782069811	7.43382779952864	8.72384130911534	8.07524764168595	7.15426562274614	9.25346776051019	5.77894401567648	6.02754777859244	6.15838388277561	7.78814435419679	AITL
AITL..419	AITL..419	2	6.66453006094778	10.2376962436965	8.7408826528404	8.20766955326419	10.2285423452903	7.70692236172546	11.1602373496699	5.08788301593024	6.36065701339369	4.41645360201734	8.85995789652014	8.95627948250376	7.13530030859193	7.2860172664581	4.04215200725079	7.90402462391475	7.16581292632379	12.1004650885449	8.95224328081842	7.91430464877149	4.62909091379165	5.22225325459205	6.34664746971259	6.02123048682218	5.76601309145119	6.44696583861699	6.95460134667792	8.57461385970895	7.91452737509304	4.99330796770438	3.83654888474336	6.04830976409132	10.5568791989855	5.25356329657208	7.7420143016111	5.20911602720661	3.04791695061788	9.48724415563809	7.98321657621429	6.65005224660295	8.39334349926146	7.80243547189321	9.21594892546476	9.27667812006499	7.30018159767688	5.6479150840747	7.95244516607953	8.38483060690153	AITL
AITL..426	AITL..426	2	8.08066784587607	10.7568465687335	9.06056390977557	7.61794444672021	9.78483253850732	10.3426540191815	11.0121952210053	4.89411153060322	6.07484042215177	4.25784212690592	9.52542250684173	10.2431721138831	7.25682101493752	5.91848179468443	4.62291238210223	8.28100828556636	7.97948998612795	12.7829693027451	7.47645518207851	7.15047448173492	4.49446743320627	6.49978218622594	7.69405348344555	8.04573192842814	6.5690249717554	7.13135139360754	7.13553818666182	9.45430374987556	6.97241551846072	5.20063655031995	4.48972425581418	7.92251283026306	11.0842827759857	5.99941204063489	7.34150704422725	5.84619214509235	2.87663225827303	10.1984240185258	7.99762254686926	6.67355849986866	9.46228715924219	8.32067634159171	8.68607977193771	10.0155504441882	7.51489484451921	6.17309570705814	7.02806604995037	8.02018630031156	AITL
AITL..454	AITL..454	2	7.73687878693694	10.5231221442747	9.26089477139999	7.02090130302004	10.2202107038356	8.41617176548169	10.8596365819602	5.21791668833611	6.19292296985668	3.97369649960189	8.83689566621469	9.78174319060886	7.27106209200071	6.71894545777659	4.19404298077258	8.7266179128324	8.32870778404194	12.4042725365694	6.99352002797245	7.59203493050254	4.57981516422513	5.56058856678351	8.10599482341385	6.38381228069683	6.48314195042365	7.04275923044501	7.78081112698653	9.37731000269265	6.61565227436203	5.1367224840214	5.25184684973544	7.42122272663565	10.2457067329857	6.05878001664396	7.2252060492528	4.83350599962812	2.92792997219405	9.39160326367952	8.78849927390675	6.33699906887518	9.24784198372137	8.41483177401128	9.00665055106867	9.72784908710054	7.59464222513154	5.66751125665357	6.85759412207439	8.21441234431541	AITL
AITL..456	AITL..456	2	9.29393646570319	11.8833247291086	10.7157328632952	8.90573046125701	10.7665064854784	11.4450173571816	11.0585526038964	5.93469141188508	7.94619785076376	4.45636483859562	11.1146124710592	11.3315964413478	8.43168600328545	6.07074676693789	5.57321898164851	7.35946959375491	9.29935432946199	13.177857917687	6.63693615698511	7.25756003467779	4.6432032260167	5.41940616438428	9.24030565825739	7.84480737535559	7.22703002190896	6.91404852853297	7.77551743685949	10.0759836267829	6.59697472066861	5.65425668725405	5.23417174960244	8.37842563753857	11.175666110406	6.87119323519389	8.00481677046892	4.85581178066211	2.9088954255059	11.1861246568189	8.86310872081924	7.2294435347026	11.0477963259603	9.6968209154084	9.47943868629356	10.2761718613219	7.07214519924545	5.27421750596887	7.29800473586006	8.93153735734687	AITL
AITL..457	AITL..457	2	7.49813771997951	10.8982757911163	9.69181996048677	8.45728400977953	10.2686362777223	7.37579458449214	10.966566216561	5.39485679288452	6.57144306847088	4.12754127904112	9.05434710123738	9.85604525478429	6.98248102831444	6.68445289509618	4.04817128384028	8.10619983624692	7.45254320878663	12.4488838549777	6.77209846442163	7.83340226532864	4.76887117340659	5.21999066800852	7.86608597110551	6.11093849641451	6.59396178410424	6.67804381724978	7.58644145949524	9.48493021286744	7.10205025017629	5.62565172641541	4.91534762110607	6.84316190016824	10.1666445852632	5.84198482208766	7.42408849124131	5.22080293653918	3.15350338915864	9.73108482081575	8.84664678689973	6.5549194202894	9.57082245586615	8.41786821982298	9.25059645671924	9.74293589934925	6.65786176300991	5.24192670359733	7.32968903271358	8.51620673182263	AITL
AITL..461	AITL..461	2	7.27348698028574	9.68408736649728	8.84015342948897	7.5541166055144	8.49280279783245	8.87100524961719	10.2825964888965	5.45727255257602	6.26725525035307	4.48537824164401	8.14539429622426	8.64878170791573	5.1697892186098	7.31910256017918	4.08353658480122	7.42282276383248	7.85114846740531	11.096868459714	6.19740984647575	5.5491818574747	5.90373618478535	5.47409481377066	6.71171593645186	5.48965172066049	5.01023469208044	5.53047599177348	6.1671997444792	8.08271856902573	6.34764652083451	5.98276057216129	4.5637273396866	6.37589528416957	9.28811850288076	6.24359699339732	7.74427041078637	5.34112742485417	3.62010594758143	9.25922390944575	6.86803017213537	7.25024640236056	8.79697899395038	7.93982222177579	5.80445426255158	8.63223292861664	4.75961832380038	5.36179375596029	6.05209717106117	6.90072661671886	AITL
AITL..466	AITL..466	2	7.03899243022542	10.4020563535757	9.15930505767855	7.6115130651441	9.69339209435144	8.91036868282261	10.6580220947218	5.75082373320872	6.80777719100893	4.44287974275126	9.39800660164152	8.73688586096885	6.95268382154203	9.05432135954891	4.14741562238782	7.44306132292459	7.79320103410058	12.1053423879424	6.01067621917424	6.90645962720058	5.48025837113641	5.1579086777222	7.48522896174286	6.70544418041577	6.32640899572547	5.92963696860861	7.2143571946512	8.74077447802809	6.7858503357574	5.76292483490296	8.98083576225312	6.54926995210461	9.89090778939114	5.68853788461065	7.85877563323743	5.47318968016088	3.08348359946093	9.3379038179514	8.05842451082455	7.22091404519805	9.12659679670324	7.72964922272005	9.04662734570869	9.55985003186776	5.70797004551539	5.56942665852399	7.5679348936775	8.87393956842427	AITL
